551955364318142008,agent,Thank you for choosing to chat with us.  An agent will be with you shortly.,1,2019-10-19 17:43:26
551955364318142008,agent,All agents are currently assisting other customers. Thank you for your patience.,2,2019-10-19 17:45:26
551955364318142008,agent,You are now chatting with Frank.,3,2019-10-19 17:45:45
551955364318142008,customer,Good evening! I want to remove the TV $9.99 from my package. I have already asked for this but i haven’t stopped paying for it? Thanks.,4,2019-10-19 17:45:49
551955364318142008,agent,"<span>Lucy</span>, <span>I am really very sorry to hear that but don't worry we will look into the matter and help you in the best possible way to resolve your issue <span>for that we have to go through the account so could you please help me with your full name and email address, also are you the account owner?</span> </span>",5,2019-10-19 17:46:21
551955364318142008,customer,Lucy Chubb, lucy.chubb@mail.com and yes I am,6,2019-10-19 17:46:37
551955364318142008,agent,"<span>Thank you so much, could you please help me with your address with postal code and your date of birth for validation purpose?</span>",7,2019-10-19 17:46:52
551955364318142008,customer,"1600 Amphitheatre Pkwy, Mountain View, CA 94041. 09/09/1990",8,2019-10-19 17:47:15
551955364318142008,agent,"Thank you so much, please allow me 2-3 minutes to investigate.",9,2019-10-19 17:47:57
551955364318142008,customer,Thanks,10,2019-10-19 17:48:04
551955364318142008,agent,<img width=17 height=17 title= alt= src=https://thumbs_up.png data-emojicode=>,11,2019-10-19 17:48:59
551955364318142008,agent,"<span>Lucy]</span>, I just checked and found that your current monthly charges is <span>$78.49.</span><br><span>Broadband and Calls</span> : <span>$50.49</span><br> TV : $9.90<br> MOBILE  : <span>$17.00</span>",12,2019-10-19 17:52:01
551955364318142008,customer,That’s right,13,2019-10-19 17:53:04
551955364318142008,customer,So can I stop paying for the tv? As we don’t use it,14,2019-10-19 17:53:17
551955364318142008,agent,"<span>Lucy</span>, let me go through the Bill once.",15,2019-10-19 17:53:18
551955364318142008,agent,"<span>Lucy</span>, I would love to help you but the cancellation mainly done by the Value team, I will share the phone number so that you can you can get in touch with them and they will help you to cancel it right now.",16,2019-10-19 17:54:28
551955364318142008,customer,ok.,17,2019-10-19 17:55:17
551955364318142008,agent,"Thank you so much, please allow me a minute.",18,2019-10-19 17:55:50
551955364318142008,customer,Also I have the by discs and it don’t pair with the router. I have tried over and over and cannot get it to work! So should I be paying for the complete Wi-fi if the disc doesn’t work?,19,2019-10-19 17:55:54
551955364318142008,agent,"<span>Lucy, if you don't use it then you can cancel it and it will also reduce your monthly charges, Value team also help you on that as well.</span>",20,2019-10-19 17:56:43
551955364318142008,agent,<span><a >Consumer Retention - Value</a></span> : 123456789]<br><span>8am to 9pm Audrey-Fri 8am to 8pm Saturday 9am to 6pm Sunday</span>,21,2019-10-19 17:57:07
551955364318142008,customer,Ok thanks,22,2019-10-19 17:57:36
551955364318142008,agent,"<span>Lucy</span>, Its my pleasure helping you.<br> ",23,2019-10-19 17:58:05
551955364318142016,agent,Thank you for choosing to chat with us.  An agent will be with you shortly.,1,2019-10-19 17:44:22
551955364318142016,agent,You are now chatting with Vicky.,2,2019-10-19 17:44:23
551955364318142016,agent,Hi <span>Susan</span>,3,2019-10-19 17:45:39
551955364318142016,agent,<span>Could you please elaborate your issue/concern so I can help you better?</span>,4,2019-10-19 17:46:48
551955364318142016,agent,"<span>I haven't heard from you for a while, are you still there?</span>",5,2019-10-19 17:49:12
551955364318142016,agent,<span>Are we still connected?</span>,6,2019-10-19 17:51:21
551955364318142016,agent,"<span>Sorry we couldn't finish our chat. As I haven't heard from you for some time, I'm going to close this chat. If you need any help in the future, please do not hesitate to chat with us again.</span>",7,2019-10-19 17:52:15
551955364318142016,agent,Thank you for chatting with us.,8,2019-10-19 17:52:39
551955364318142017,agent,Thank you for choosing to chat with us.  An agent will be with you shortly.,1,2019-10-19 17:43:44
551955364318142017,agent,You are now chatting with Darelly.,2,2019-10-19 17:43:45
551955364318142017,agent,"<span>Thank you for contacting  Global Broadband Systems. You are connected to Darelly, How may I help you today?</span>",3,2019-10-19 17:44:02
551955364318142017,customer,"Hello there, ive been experiencing very slow broadband for the past few days now from the 16th of october, I contacted  live chat 2 days ago with the same problem and they managed to say that my fault was fixed. I left it for a while to see if it would come back and it still hasnt.",4,2019-10-19 17:45:18
551955364318142017,agent," I see, in that case, may I know what is the speed your are getting now, if its slow will  check what can be done , as you have already monitored the connection, <span>to proceed may I have your full address and post code? are you the account Owner(yes/no)?</span>",5,2019-10-19 17:46:42
551955364318142017,customer,"around 5.16 mbps download, my upload seems to unaffected, and my address is 11 Pine Close, 439078. and yes i am",6,2019-10-19 17:47:45
551955364318142017,agent,"in that case, let me start my checks from my end, now let me know to access your internet do you mostly depends on wifi?",7,2019-10-19 17:48:40
551955364318142017,customer,No everything is wired.,8,2019-10-19 17:48:52
551955364318142017,agent,"even with the wired its slow, then surely there is an issue",9,2019-10-19 17:49:15
551955364318142017,customer,"Yes indeed, its just annoying as a agent the other day said it was fixed after telling me i need to reboot my Router after midnight due to some congestion I did that, with no success.",10,2019-10-19 17:50:30
551955364318142017,agent,"Well Kelly, I understand that, but the thing which was suggested to you on the basis of the result, that is why it was told to you, I got the result from my end I get to see, that from the exchange till the DSLAM the connection is good and its delivering the speed, but from the DSLAM till your devices, the speed is getting effected, that is why it was told to restart the Router, so that it all the congestion get refreshed and the DSLAM started working properly again, but as its still not working, its clearly indicates your DSLAM is not responding well properly, that is why you are not getting the speed which you supposed to get",11,2019-10-19 17:54:33
551955364318142017,customer,`I see,12,2019-10-19 17:56:00
551955364318142017,agent,"SO Kelly]. as you have been a very loyal customer for us, without any delay we are replacing the DSLAM for you, also we have decided to upgrade your Router, you have smart Bytes now, But we have decided to send you the most updated Router, which is smart Bytes2, the market cost of the smart Bytes2 is 500 dollars, but  is sending it absolutely free, sounds good to you?",13,2019-10-19 17:56:32
551955364318142017,customer,"Sounds absolutely fine to me, I just wish to stay connected to my speed that I have long waited for.",14,2019-10-19 17:57:42
551955364318142017,customer,"Prior to this chat, I arranged a engineer to come out on the 21st, I'm hoping this new Smart Bytes 2 will fix the problem. Do you think it would be a good idea to cancel that appointment now?",15,2019-10-19 17:58:43
